ID,Category,Feature,Description,Example vendors,Why this is differentiating,Source URL,Primary user role,UI surface,Data entities,Integration touchpoints,Frappe coverage,Closest Frappe modules,Build approach,Suggested DocTypes,Non-functional notes,Security/Compliance notes,Dependencies,Acceptance criteria,Priority,Waterfall phase,Est. effort (dev-days),Complexity,QA focus,Owner team
PIM-0130,Analytics: Digital shelf insights & closed-loop optimization,MAP policy monitoring,Track minimum advertised price policy violations across channels and log cases.,"inRiver (Digital Shelf Analytics, closed loop); Salsify; Syndigo",Shelf analytics and closed-loop optimization is not a baseline PIM feature; it requires monitoring + KPI modeling + operational workflows.,https://www.inriver.com/resources/pim-features/,eCommerce Director; Category Manager; Activation Manager,Dashboards + Alerts + Task Inbox,"ShelfSnapshot, ShelfMetric, Keyword, CompetitorSKU, ShelfIssue, Alert",Retailer pages/APIs; shelf analytics providers,Kısmen var,Frappe File; Website/Portal; REST API; Report Builder,New Frappe app + extend core,"ShelfSnapshot, ShelfMetric, ShelfIssue, AlertRule, KPIReport",Handle large snapshot volume; durable storage; KPI compute jobs; avoid scraping where not allowed.,Respect legal/terms constraints; store only necessary snapshot data; role-based access to competitive intelligence.,,Users can define tracked SKUs/keywords; system collects metrics; issues and alerts are created and resolved with audit history.,Should,Design,7,XL,Integration + E2E,Data + Backend + Frontend
PIM-0131,Analytics: Digital shelf insights & closed-loop optimization,Content drift detection,Detect when channel content deviates from canonical PIM due to manual retailer edits.,"inRiver (Digital Shelf Analytics, closed loop); Salsify; Syndigo",Shelf analytics and closed-loop optimization is not a baseline PIM feature; it requires monitoring + KPI modeling + operational workflows.,https://www.inriver.com/resources/pim-features/,eCommerce Director; Category Manager; Activation Manager,Dashboards + Alerts + Task Inbox,"ShelfSnapshot, ShelfMetric, Keyword, CompetitorSKU, ShelfIssue, Alert",Retailer pages/APIs; shelf analytics providers,Kısmen var,Frappe File; Website/Portal; REST API; Report Builder,New Frappe app + extend core,"ShelfSnapshot, ShelfMetric, ShelfIssue, AlertRule, KPIReport",Handle large snapshot volume; durable storage; KPI compute jobs; avoid scraping where not allowed.,Respect legal/terms constraints; store only necessary snapshot data; role-based access to competitive intelligence.,,Users can define tracked SKUs/keywords; system collects metrics; issues and alerts are created and resolved with audit history.,Should,Design,7,XL,Integration + E2E,Data + Backend + Frontend
PIM-0132,Analytics: Digital shelf insights & closed-loop optimization,Channel health monitoring,Monitor channel API/ingestion health and display operational status.,"inRiver (Digital Shelf Analytics, closed loop); Salsify; Syndigo",Shelf analytics and closed-loop optimization is not a baseline PIM feature; it requires monitoring + KPI modeling + operational workflows.,https://www.inriver.com/resources/pim-features/,eCommerce Director; Category Manager; Activation Manager,Dashboards + Alerts + Task Inbox,"ShelfSnapshot, ShelfMetric, Keyword, CompetitorSKU, ShelfIssue, Alert",Retailer pages/APIs; shelf analytics providers,Kısmen var,Frappe File; Website/Portal; REST API; Report Builder,New Frappe app + extend core,"ShelfSnapshot, ShelfMetric, ShelfIssue, AlertRule, KPIReport",Handle large snapshot volume; durable storage; KPI compute jobs; avoid scraping where not allowed.,Respect legal/terms constraints; store only necessary snapshot data; role-based access to competitive intelligence.,,Users can define tracked SKUs/keywords; system collects metrics; issues and alerts are created and resolved with audit history.,Should,Design,7,XL,Integration + E2E,Data + Backend + Frontend
PIM-0133,Analytics: Digital shelf insights & closed-loop optimization,SKU suppression detection,"Detect when SKU disappears from shelf and diagnose likely causes (stock, content, policy).","inRiver (Digital Shelf Analytics, closed loop); Salsify; Syndigo",Shelf analytics and closed-loop optimization is not a baseline PIM feature; it requires monitoring + KPI modeling + operational workflows.,https://www.inriver.com/resources/pim-features/,eCommerce Director; Category Manager; Activation Manager,Dashboards + Alerts + Task Inbox,"ShelfSnapshot, ShelfMetric, Keyword, CompetitorSKU, ShelfIssue, Alert",Retailer pages/APIs; shelf analytics providers,Kısmen var,Frappe File; Website/Portal; REST API; Report Builder,New Frappe app + extend core,"ShelfSnapshot, ShelfMetric, ShelfIssue, AlertRule, KPIReport",Handle large snapshot volume; durable storage; KPI compute jobs; avoid scraping where not allowed.,Respect legal/terms constraints; store only necessary snapshot data; role-based access to competitive intelligence.,,Users can define tracked SKUs/keywords; system collects metrics; issues and alerts are created and resolved with audit history.,Should,Design,7,XL,Integration + E2E,Data + Backend + Frontend
PIM-0134,Analytics: Digital shelf insights & closed-loop optimization,Duplicate listing detection,Detect duplicate product listings for same GTIN and propose consolidation actions.,"inRiver (Digital Shelf Analytics, closed loop); Salsify; Syndigo",Shelf analytics and closed-loop optimization is not a baseline PIM feature; it requires monitoring + KPI modeling + operational workflows.,https://www.inriver.com/resources/pim-features/,eCommerce Director; Category Manager; Activation Manager,Dashboards + Alerts + Task Inbox,"ShelfSnapshot, ShelfMetric, Keyword, CompetitorSKU, ShelfIssue, Alert",Retailer pages/APIs; shelf analytics providers,Kısmen var,Frappe File; Website/Portal; REST API; Report Builder,New Frappe app + extend core,"ShelfSnapshot, ShelfMetric, ShelfIssue, AlertRule, KPIReport",Handle large snapshot volume; durable storage; KPI compute jobs; avoid scraping where not allowed.,Respect legal/terms constraints; store only necessary snapshot data; role-based access to competitive intelligence.,,Users can define tracked SKUs/keywords; system collects metrics; issues and alerts are created and resolved with audit history.,Should,Design,7,XL,Integration + E2E,Data + Backend + Frontend
PIM-0135,Analytics: Digital shelf insights & closed-loop optimization,Localization QA for shelf content,Run language checks for translated content appearing on shelf and flag encoding/format issues.,"inRiver (Digital Shelf Analytics, closed loop); Salsify; Syndigo",Shelf analytics and closed-loop optimization is not a baseline PIM feature; it requires monitoring + KPI modeling + operational workflows.,https://www.inriver.com/resources/pim-features/,eCommerce Director; Category Manager; Activation Manager,Dashboards + Alerts + Task Inbox,"ShelfSnapshot, ShelfMetric, Keyword, CompetitorSKU, ShelfIssue, Alert",Retailer pages/APIs; shelf analytics providers,Kısmen var,Frappe File; Website/Portal; REST API; Report Builder,New Frappe app + extend core,"ShelfSnapshot, ShelfMetric, ShelfIssue, AlertRule, KPIReport",Handle large snapshot volume; durable storage; KPI compute jobs; avoid scraping where not allowed.,Respect legal/terms constraints; store only necessary snapshot data; role-based access to competitive intelligence.,,Users can define tracked SKUs/keywords; system collects metrics; issues and alerts are created and resolved with audit history.,Should,Design,7,XL,Integration + E2E,Data + Backend + Frontend
PIM-0136,Analytics: Digital shelf insights & closed-loop optimization,Unit/measurement mismatch detection,Detect mismatches in units (cm vs inch) between PIM and shelf display.,"inRiver (Digital Shelf Analytics, closed loop); Salsify; Syndigo",Shelf analytics and closed-loop optimization is not a baseline PIM feature; it requires monitoring + KPI modeling + operational workflows.,https://www.inriver.com/resources/pim-features/,eCommerce Director; Category Manager; Activation Manager,Dashboards + Alerts + Task Inbox,"ShelfSnapshot, ShelfMetric, Keyword, CompetitorSKU, ShelfIssue, Alert",Retailer pages/APIs; shelf analytics providers,Kısmen var,Frappe File; Website/Portal; REST API; Report Builder,New Frappe app + extend core,"ShelfSnapshot, ShelfMetric, ShelfIssue, AlertRule, KPIReport",Handle large snapshot volume; durable storage; KPI compute jobs; avoid scraping where not allowed.,Respect legal/terms constraints; store only necessary snapshot data; role-based access to competitive intelligence.,,Users can define tracked SKUs/keywords; system collects metrics; issues and alerts are created and resolved with audit history.,Should,Design,7,XL,Integration + E2E,Data + Backend + Frontend
PIM-0137,Analytics: Digital shelf insights & closed-loop optimization,Sustainability badge presence checks,Check presence of sustainability badges/claims and verify supporting data exists.,"inRiver (Digital Shelf Analytics, closed loop); Salsify; Syndigo",Shelf analytics and closed-loop optimization is not a baseline PIM feature; it requires monitoring + KPI modeling + operational workflows.,https://www.inriver.com/resources/pim-features/,eCommerce Director; Category Manager; Activation Manager,Dashboards + Alerts + Task Inbox,"ShelfSnapshot, ShelfMetric, Keyword, CompetitorSKU, ShelfIssue, Alert",Retailer pages/APIs; shelf analytics providers,Kısmen var,Frappe File; Website/Portal; REST API; Report Builder,New Frappe app + extend core,"ShelfSnapshot, ShelfMetric, ShelfIssue, AlertRule, KPIReport",Handle large snapshot volume; durable storage; KPI compute jobs; avoid scraping where not allowed.,Respect legal/terms constraints; store only necessary snapshot data; role-based access to competitive intelligence.,,Users can define tracked SKUs/keywords; system collects metrics; issues and alerts are created and resolved with audit history.,Should,Design,7,XL,Integration + E2E,Data + Backend + Frontend
PIM-0138,Analytics: Digital shelf insights & closed-loop optimization,Shelf-to-PIM feedback loop API,Expose an API for shelf findings so external tools can post issues into the system.,"inRiver (Digital Shelf Analytics, closed loop); Salsify; Syndigo",Shelf analytics and closed-loop optimization is not a baseline PIM feature; it requires monitoring + KPI modeling + operational workflows.,https://www.inriver.com/resources/pim-features/,eCommerce Director; Category Manager; Activation Manager,Dashboards + Alerts + Task Inbox,"ShelfSnapshot, ShelfMetric, Keyword, CompetitorSKU, ShelfIssue, Alert",Retailer pages/APIs; shelf analytics providers,Kısmen var,Frappe File; Website/Portal; REST API; Report Builder,New Frappe app + extend core,"ShelfSnapshot, ShelfMetric, ShelfIssue, AlertRule, KPIReport",Handle large snapshot volume; durable storage; KPI compute jobs; avoid scraping where not allowed.,Respect legal/terms constraints; store only necessary snapshot data; role-based access to competitive intelligence.,,Users can define tracked SKUs/keywords; system collects metrics; issues and alerts are created and resolved with audit history.,Should,Design,7,XL,Integration + E2E,Data + Backend + Frontend
PIM-0139,Analytics: Digital shelf insights & closed-loop optimization,Seasonality-aware alert thresholds,"Adjust alert thresholds by season (e.g., peak season availability) to reduce noise.","inRiver (Digital Shelf Analytics, closed loop); Salsify; Syndigo",Shelf analytics and closed-loop optimization is not a baseline PIM feature; it requires monitoring + KPI modeling + operational workflows.,https://www.inriver.com/resources/pim-features/,eCommerce Director; Category Manager; Activation Manager,Dashboards + Alerts + Task Inbox,"ShelfSnapshot, ShelfMetric, Keyword, CompetitorSKU, ShelfIssue, Alert",Retailer pages/APIs; shelf analytics providers,Kısmen var,Frappe File; Website/Portal; REST API; Report Builder,New Frappe app + extend core,"ShelfSnapshot, ShelfMetric, ShelfIssue, AlertRule, KPIReport",Handle large snapshot volume; durable storage; KPI compute jobs; avoid scraping where not allowed.,Respect legal/terms constraints; store only necessary snapshot data; role-based access to competitive intelligence.,,Users can define tracked SKUs/keywords; system collects metrics; issues and alerts are created and resolved with audit history.,Should,Design,7,XL,Integration + E2E,Data + Backend + Frontend
